UnitID,Institution,OPEID8,Institution2,Street_address,City,ZIP,website,Mission_statement, Mission statement URL,blank
491251,The Culinary School of Fort Worth,04276400  ,The Culinary School of Fort Worth,6550 Camp Bowie Blvd #110,Fort Worth,76116,https://www.csftw.edu/,The Culinary School of Fort Worth exists to prepare students to exemplify a standard of excellence in their culinary community.,,
482972,The Healthcare Institute,04222600  ,The Healthcare Institute,1822 Fredericksburg Road,San Antonio,78201-5035,www.thehealthcareinstitute.com/,,,
439701,The King's University,03516300  ,The King's University,2121 E. Southlake Boulevard,Southlake,76092,https://www.tku.edu/,,https://www.tku.edu/about-tku/mission/,
495305,The Professional Cosmetology Academy,04293200  ,The Professional Cosmetology Academy,1407 Calle del Norte Suite 116,Laredo,78041-5930,https://www.tpcalaredo.com/,,www.tpcalaredo.com/about,
485953,The Recording Conservatory of Austin,04248000  ,The Recording Conservatory of Austin,4615 City Park Road,Austin,78730-3004,trcoa.edu/,Our mission is to hand craft each student into a working audio engineer  music producer  studio owner  record label or music business entrepreneur in any recording environment  both in large studios and home mixing suites. At TRCoA  not only will students create professional  radio-ready music productions  but we’ll set you on a career path to owning your own business with a strong entrepreneurial approach. Aside from learning to be a Digidesign  Pro Tools recording  editing  mixing  and mastering experts  our students will learn how to initiate and maintain the business  relationships necessary to be successful. Our proven curriculum is taught exclusively by real working industry  professionals in real working studios. TRCoA is  in the truest sense of the phrase  a trade school. Because of our mentor-ship approach  The Recording Conservatory is where truly passionate students are coming to jump start a vibrant career in the music industry.,,
491996,The Salon Professional Academy-Georgetown,04276700  ,The Salon Professional Academy-Georgetown,901 South IH 35,Georgetown,78626-5470,www.tspageorgetown.com/,The Salon Professional Academy's goal is to graduate highly trained professionals who are prepared to work in 21st Century Salons and Spas. As a member of The Salon Professional Academy Franchise  we are dedicated to keeping our educational quality at the highest level in the cosmetology arts and sciences. Systems and programs are continually updated to stay abreast with our changing industry and to accelerate our student's success. In addition  we prepare our students to pass the Texas State Board licensing exam and preparation for employment,,
458098,The Salon Professional Academy-Lewisville,04165800  ,The Salon Professional Academy-Lewisville,2440 B S Stemmons Fwy,Lewisville,75067,www.tspadallas.com/,The Salon Professional Academy's goal is to graduate highly trained professionals who are prepared for the 21st Century Salons and spas.  As a member of the Salon Professional Academy Franchise  we are dedicated to keeping our educational quality at the highest level in the cosmetology arts and sciences.  Systems and programs are continually updated to stay abreast with our changing industry and to accelerate our student's success.,,
228769,The University of Texas at Arlington,00365600  ,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,76013,https://www.uta.edu/,,https://www.uta.edu/uta/about/administration/mission.php,
228778,The University of Texas at Austin,00365800  ,The University of Texas at Austin,110 Inner Campus Drive,Austin,78705,https://www.utexas.edu/,The mission of The University of Texas at Austin is to achieve excellence in the interrelated areas of undergraduate education  graduate education  research and public service. The university provides superior and comprehensive educational opportunities at the baccalaureate through doctoral and special professional educational levels. The university contributes to the advancement of society through research  creative activity  scholarly inquiry and the development and dissemination of new knowledge  including the commercialization of University discoveries. The university preserves and promotes the arts  benefits the state’s economy  serves the citizens through public programs and provides other public service.,,
228787,The University of Texas at Dallas,00974100  ,The University of Texas at Dallas,800 West Campbell  Road,Richardson,75080-3021,www.utdallas.edu/,,https://strategicplan.utdallas.edu/vision/,
228796,The University of Texas at El Paso,00366100  ,The University of Texas at El Paso,500 W. University Ave,El Paso,79968-0691,www.utep.edu/,,https://www.utep.edu/about/utep-vision-mission-and-goals.html,
229027,The University of Texas at San Antonio,01011500  ,The University of Texas at San Antonio,One UTSA Circle,San Antonio,78249-1644,www.utsa.edu/,,www.utsa.edu/about,
228802,The University of Texas at Tyler,01116300  ,The University of Texas at Tyler,3900 University Blvd,Tyler,75799-6699,https://www.uttyler.edu/,,www.uttyler.edu/president/missionstatement.php,
229300,The University of Texas Health Science Center at Houston,00495100  ,The University of Texas Health Science Center at Houston,7000 Fannin,Houston,77030,www.uth.edu/,,uth.edu/index/about.htm,
228644,The University of Texas Health Science Center at San Antonio,00365900  ,The University of Texas Health Science Center at San Antonio,7703 Floyd Curl Dr,San Antonio,78229-3900,www.uthscsa.edu/,,https://www.uthscsa.edu/university/office-president/mission-vision-and-core-values,
416801,The University of Texas MD Anderson Cancer Center,02555400  ,The University of Texas MD Anderson Cancer Center,1515 Holcombe Blvd.,Houston,77030-4009,www.mdanderson.org/,To eliminate cancer in Texas  the nation and the world through outstanding programs that integrate patient care  research and prevention  and through education for undergraduate and graduate students  trainees  professionals  employees and the public.,,
228653,The University of Texas Medical Branch at Galveston,00495200  ,The University of Texas Medical Branch at Galveston,301 University Blvd,Galveston,77555-0129,https://www.utmb.edu/,,www.utmb.edu/strategic-vision,
229018,The University of Texas Permian Basin,00993000  ,The University of Texas Permian Basin,4901 E University,Odessa,79762-0001,www.utpb.edu/,,https://www.utpb.edu/about-us/mission-history,
227368,The University of Texas Rio Grande Valley,00359900  ,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,78539-2999,www.utrgv.edu/,,www.utrgv.edu/en-us/about-utrgv/mission-statement/index.htm,
229090,The University of Texas System Office,00365500  ,The University of Texas System Office,210 W. 7th St,Austin,78701-2982,www.utsystem.edu/,,,
485360,The Vocational Nursing Institute Inc,04239700  ,The Vocational Nursing Institute Inc,11201 Steeple Park Drive,Houston,77065,www.vocationalnursinginstitute.com/,The institutional mission of The Vocational Nursing Institute  Inc. is to prepare students for entry level employment and career advancement.,,
227058,Tint School of Makeup & Cosmetology,03035205  ,Tint School of Makeup & Cosmetology,2716 W Irving Blvd,Irving,75061-4235,https://tintdallasmakeupcosmetologyschool.com/,We endeavor to give our students an education that truly prepares them for a smooth and lucrative entry in one of the vast opportunities in the hair and makeup industry.  This preparation includes  when applicable  rigorous training for the state board written and practical examination  a natural prerequisite to such employment.,,
418968,Tint School of Makeup and Cosmetology-Dallas,03035200  ,Tint School of Makeup and Cosmetology-Dallas,311 A E Pioneer Pkwy Hwy 303,Grand Prairie,75051,www.tintdallasmakeupcosmetologyschool.com/,We endeavor to give our students an education that truly prepares them for a smooth and lucrative entry in one of the vast opportunities available in the hair & makeup industry. This preparation includes  when applicable  rigorous training for the written and practical State of Texas Licensing examinations  a natural prerequisite to such employment.,,
436775,Toni & Guy Hairdressing Academy-Plano,03371300  ,Toni & Guy Hairdressing Academy-Plano,1921 Preston Road #2022,Plano,75093,https://www.toniguy.edu/,Use our passion for excellence to create very satisfied and loyal graduates  clients  and salon owners who recommend family and friends to experience our outstanding education programs  services  and products.,,
494719,Tonsorial Arts Barber College,04286500  ,Tonsorial Arts Barber College,2831 New Boston Road,Texarkana,75501-3264,https://www.tonsorialartsbarbercollege.com/,Tonsorial Arts Barber College is designed to set the standards in barbering education. By balancing professionalism and customer service with technical skill  we provide our students the foundation for success.,,
483735,Total Transformation Institute of Cosmetology,04215000  ,Total Transformation Institute of Cosmetology,907 Highway 80,San Marcos,78666-8115,ttioc.edu/,Our mission is to help our future professionals graduate with all the knowledge  skills and tools required to become a successful licensed professional in the cosmetology industry and related fields.,,
443298,Trend Barber College,03714300  ,Trend Barber College,8250 W Bellfort,Houston,77071-2202,trendbarbercollege.com/,,trendbarbercollege.org,
450711,Trend Barber College,03714301  ,Trend Barber College,14806 Ella Blvd.,Houston,77090,trendbarbercollege.com/,,trendbarbercollege.com,
402800,Tri-State Cosmetology Institute,02224600  ,Tri-State Cosmetology Institute,1120 Vista de Oro Dr,El Paso,79935,tristatecosmetology.com/,Tri-State Cosmetology Institute's mission is to provide quality education in cosmetology and cosmetology-related fields  which will enable students to train for their careers and successfully join the industry.,,
229267,Trinity University,00364700  ,Trinity University,One Trinity Place,San Antonio,78212-7200,https://new.trinity.edu/,,https://www.trinity.edu/about/mission-values,
225308,Trinity Valley Community College,00357200  ,Trinity Valley Community College,100 Cardinal Drive,Athens,75751,www.tvcc.edu/,Transforming lives through affordable and accessible education.,,
486798,Tulsa Welding School-Houston,00961805  ,Tulsa Welding School-Houston,243A Greens Road,Houston,77060-2100,https://www.tws.edu/,The mission of Tulsa Welding School is to assist   learners in the development of the skills and   knowledge necessary for employment and professional   growth.,,
229355,Tyler Junior College,00364800  ,Tyler Junior College,1400 East Fifth Street,Tyler,75701,www.tjc.edu/,,https://www.tjc.edu/info/20007/about_tjc,
377193,UCAS University of Cosmetology Arts & Sciences,03011800  ,UCAS University of Cosmetology Arts & Sciences,910 Southeast Military  Suite 100,San Antonio,78214,www.ucastx.com/,The mission of the institution is to provide students a quality cosmetology related education  by preparing students for licensing and gainful employment.,,
407683,UCAS University of Cosmetology Arts & Sciences-Harlingen,02285901  ,UCAS University of Cosmetology Arts & Sciences-Harlingen,801 N. 13th Street Suite 2,Harlingen,78550-5034,www.ucastx.com/,The mission of the institution is to provide students a quality cosmetology related education  by preparing students for licensing and gainful employment,,
475662,UCAS University of Cosmetology Arts & Sciences-La Joya,02285902  ,UCAS University of Cosmetology Arts & Sciences-La Joya,724 East Expressway 83,La Joya,78560-4018,www.ucastx.com/,The mission of the institution is to provide students a quality cosmetology related education  by preparing students for licensing and gainful employment.,,
229425,UCAS University of Cosmetology Arts & Sciences-McAllen,02285900  ,UCAS University of Cosmetology Arts & Sciences-McAllen,8401 N 10th St,McAllen,78504,www.ucastx.com/,The mission of the institution is to provide a quality cosmetology related education  by preparing students for licensing and gainful employment,,
246415,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,02326000  ,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,4522 Fredericksburg Rd  A-85,San Antonio,78201,www.ucastx.com/,The mission of the institution is to provide students a quality cosmetology related education  by preparing students for licensing and gainful employment.,,
229416,Universal Technical Institute of Texas Inc.,02362000  ,Universal Technical Institute of Texas Inc.,721 Lock Haven Dr.,Houston,77073,www.uti.edu/,,https://www.uti.edu/epa-test/about,
460543,Universal Technical Institute-Dallas Fort Worth,02362003  ,Universal Technical Institute-Dallas Fort Worth,5151 Regent Blvd.,Irving,75063,www.uti.edu/,,https://www.uti.edu/epa-test/about,
497286,Universal Technical Institute-West Texas,02362005  ,Universal Technical Institute-West Texas,301 West Howard Lane,Austin,78753-9742,https://www.uti.edu/,,www.uti.edu/epa-test/about,
224323,University of Dallas,00365100  ,University of Dallas,1845 E Northgate Drive,Irving,75062-4736,www.udallas.edu/,,www.udallas.edu/about/mission.php,
225511,University of Houston,00365200  ,University of Houston,212 E. Cullen Building,Houston,77204-2018,www.uh.edu/,,www.uh.edu/about/mission/,
225414,University of Houston-Clear Lake,01171100  ,University of Houston-Clear Lake,2700 Bay Area Blvd,Houston,77058-1002,www.uhcl.edu/,,https://www.uhcl.edu/about/mission,
225432,University of Houston-Downtown,00361200  ,University of Houston-Downtown,1 Main Street,Houston,77002-1014,www.uhd.edu/,,www.uhd.edu/about/mission.html,
229407,University of Houston-System Administration,01172100  ,University of Houston-System Administration,212 Ezekiel Cullen Building,Houston,77204-2018,www.uh.edu/,,,
225502,University of Houston-Victoria,01323100  ,University of Houston-Victoria,3007 N. Ben Wilson,Victoria,77901,www.uhv.edu/,The University of Houston-Victoria (UHV)  a dynamic destination institution serving Texas and the world  is dedicated to providing every student educational and leadership opportunities to become a successful professional and an engaged global citizen. Innovative educational activities challenge students to make meaningful connections between their learning and their lives in a complex world. UHV promotes economic development and advances quality of life through teaching  research  and service excellence.,,
226471,University of Mary Hardin-Baylor,00358800  ,University of Mary Hardin-Baylor,900 College St,Belton,76513-2599,https://go.umhb.edu/,,go.umhb.edu/about/mission,
227216,University of North Texas,00359400  ,University of North Texas,1501 W.Chestnut Ave.,Denton,76203-1277,www.unt.edu/,,www.unt.edu/mission.html,
484905,University of North Texas at Dallas,04242100  ,University of North Texas at Dallas,7300 University Hills Drive,Dallas,75241,untdallas.edu/,,https://www.untdallas.edu/mission-vision-values-and-goals,
228909,University of North Texas Health Science Center,00976800  ,University of North Texas Health Science Center,3500 Camp Bowie Blvd,Fort Worth,76107-2699,www.unthsc.edu/,,https://www.unthsc.edu/about-us/vision/,
443711,University of North Texas System,00359400  ,University of North Texas System,1901 Main Street,Dallas,75201,untsystem.unt.edu/,,,
484756,University of Phoenix-Texas,42098871  ,University of Phoenix-Texas,11451 Katy Freeway,Houston,77079,https://www.phoenix.edu/,,https://www.phoenix.edu/about_us/about_university_of_phoenix/mission_and_purpose.html,
227863,University of St Thomas,00365400  ,University of St Thomas,3800 Montrose Blvd,Houston,77006-4696,https://www.stthom.edu/,,www.stthom.edu/about/mission_and_vision/index.aqf,
485537,University of Texas Health Science Center at Tyler,04243900  ,University of Texas Health Science Center at Tyler,11937 US Highway 271,Tyler,75708-3154, ,,,
228635,University of Texas Southwestern Medical Center,01001900  ,University of Texas Southwestern Medical Center,5323 Harry Hines Blvd,Dallas,75390-9096,www.utsouthwestern.edu/,,www.utsouthwestern.edu/about-us/mission-history/#mission,
225627,University of the Incarnate Word,00357800  ,University of the Incarnate Word,4301 Broadway,San Antonio,78209,www.uiw.edu/,,www.uiw.edu/mission/,
443322,Valley Grande Institute for Academic Studies,03612400  ,Valley Grande Institute for Academic Studies,345 S. Texas Blvd.,Weslaco,78596,vgi.edu/,,www.vgi.edu/school-history/,
229504,Vernon College,01006000  ,Vernon College,4400 College Dr.,Vernon,76384-4092,www.vernoncollege.edu/,,www.vernoncollege.edu/philosophyvisionvaluesmission.aspx,
223472,Vet Tech Institute of Houston,02144800  ,Vet Tech Institute of Houston,4669 Southwest Fwy Ste 100,Houston,77027,vti.edu/,Vet Tech Institute of Houston is a specialized institution committed to excellence and professionalism in preparing motivated students for successful careers as veterinary technicians through an accredited eighteen-month program that combines interactive lecture and practical training.,,
229522,Victoria Beauty College Inc,01202000  ,Victoria Beauty College Inc,1508 N Laurent,Victoria,77901-6233,www.victoriabeautycollegeinc.com/,It is the hope and purpose of Victoria Beauty College  Inc. to provide students with a positive learning environment and a pathway to career success.,,
229540,Victoria College,00366200  ,Victoria College,2200 E Red River,Victoria,77901,www.victoriacollege.edu/,,https://www.victoriacollege.edu/explore/aboutvc/visionmissionhistory,
365204,Vista College,02572000  ,Vista College,6101 Montana Ave,El Paso,79925-2021,vistacollege.edu/,,www.vistacollege.edu/why-vista-college/about/,
377342,Vista College-Online,02572800  ,Vista College-Online,300 N. Coit Rd  Suite 300,Richardson,75080,vistacollege.edu/,,https://www.vistacollege.edu/about/vista-experience/,
476559,Vogue College of Cosmetology,04178300  ,Vogue College of Cosmetology,6012 Ingram Road,San Antonio,78238-4402,vogue.edu/,The mission of Vogue College is to educate and graduate motivated and committed individuals prepared to achieve excellence and professional success in the beauty industry.,,
229656,Vogue College of Cosmetology-McAllen,04178400  ,Vogue College of Cosmetology-McAllen,800 Fern Avenue,McAllen,78501-1945,https://vogue.edu/,The mission of Vogue College is to educate and graduate motivated and committed individuals prepared to achieve excellence and professional success in the beauty industry.,,
476540,Vogue College of Cosmetology-San Antonio Fredericksburg,04178200  ,Vogue College of Cosmetology-San Antonio Fredericksburg,1836 Fredericksburg Road,San Antonio,78201-5035,vogue.edu/,The mission of Vogue College is to educate and graduate motivated and committed individuals prepared to achieve excellence and professional success in the beauty industry.,,
491871,Vogue International Academy,04272600  ,Vogue International Academy,14099 Westheimer Rd.,Houston,77077-5423,www.vogueinternationalacademy.com/,,www.vogueinternationalacademy.com,
226879,Wade College,01013000  ,Wade College,1950 N. Stemmons Freeway  Suite 4080 Dallas INFOMART,Dallas,75207,https://www.wadecollege.edu/,,www.wadecollege.edu/about/our_mission,
492591,Wade Gordon Hairdressing Academy,04205202  ,Wade Gordon Hairdressing Academy,2520 Paramount Blvd,Amarillo,79109,wadegordonacademy.com/,The Mission of the Wade Gordon Hairdressing Academy is to prepare students for licensing  educate  and produce highly desirable and employable graduates  thereby cultivating the profession of hairdressing as a whole.,,
476896,Wade Gordon Hairdressing Academy,04205200  ,Wade Gordon Hairdressing Academy,2520 Paramount Blvd,Amarillo,79109,www.wadegordonacademy.com/,The Mission of the Wade Gordon Hairdressing Academy is to prepare students for licensing  educate  and produce highly desirable and employable graduates  thereby cultivating the profession of hairdressing as a whole.,,
487065,Wade Gordon Hairdressing Academy-Lubbock,04205201  ,Wade Gordon Hairdressing Academy-Lubbock,7615 University Ave #B,Lubbock,79423-2125,wadegordonacademy.com/,The Mission of the Wade Gordon Hairdressing Academy is to prepare students for licensing  educate  and produce highly desirable and employable graduates  thereby cultivating the profession of hairdressing as a whole.,,
229780,Wayland Baptist University,00366300  ,Wayland Baptist University,1900 W. 7th Street,Plainview,79072,www.wbu.edu/,,https://www.wbu.edu/about/mission-and-values.htm,
229799,Weatherford College,00366400  ,Weatherford College,225 College Park Drive,Weatherford,76086-5699,https://www.wc.edu/,,https://www.wc.edu/about,
477039,West Coast University-Dallas,03698304  ,West Coast University-Dallas,8435 North Stemmons Freeway,Dallas,75247-3900,westcoastuniversity.edu/,,westcoastuniversity.edu/about/mission-vision,
229814,West Texas A & M University,00366500  ,West Texas A & M University,2501 4th Ave,Canyon,79016-0001,https://www.wtamu.edu/,,https://www.wtamu.edu/about/information/statements.html,
224660,Western Technical College,02098301  ,Western Technical College,9451 Diana Drive,El Paso,79924,www.westerntech.edu/,,www.westerntech.edu/about-western-tech/,
224679,Western Technical College,02098300  ,Western Technical College,9624 Plaza Circle,El Paso,79927,www.westerntech.edu/,,www.westerntech.edu/about-western-tech/,
229832,Western Texas College,00954900  ,Western Texas College,6200 College Ave,Snyder,79549,www.wtc.edu/,,www.wtc.edu/whywtc/about.html,
229841,Wharton County Junior College,00366800  ,Wharton County Junior College,911 Boling Hwy,Wharton,77488,https://www.wcjc.edu/,,https://www.wcjc.edu/about-us/administration/office-of-the-president/mission-statement.aspx,
229887,Wiley College,00366900  ,Wiley College,711 Wiley Ave,Marshall,75670,wileyc.edu/,,www.wileyc.edu/the-history-of-wiley-college/,
226860,William Edge Institute,00849800  ,William Edge Institute,651 North Business IH 35  Suite 330,New Braunfels,78130-8216,williamedgeinstitute.com/,The schools objective is to train you to the highest potential possible.  It is our intent to develop not only skilled technicians  but to develop professionals; qualified to become leaders in the industry and community as well.,,
484136,Yahweh Beauty Academy,04231300  ,Yahweh Beauty Academy,431 North 38th Street,Killeen,76543-4153,www.yahwehbeautyacademy.com/,,yahwehbeautyacademy.com,
